Tweet,Target,Stance,model,prompt_idx,seed,refused,error
can't believe trump's team claims his border wall would be a 'deterrent' when they can't even get that far,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,615,100657,False,
"Trump's divisive rhetoric only fueled a culture of fear & intolerance among Americans, rendering his candidacy a national embarrassment.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,616,100658,False,
"Trump's inflammatory comments are a stark contrast to what the GOP needs now - unity and compromise, not more division and hate.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,617,100659,False,
Trump's divisive rhetoric & policies have made America less unified & more vulnerable to global threats.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,618,100660,False,
"Trumps' divisive rhetoric's gonna blow up in his face come election day, mark my words.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,619,100661,False,
Just can't fathom voting for a candidate who's consistently prioritized divisive rhetoric over substance and integrity in this general election.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,620,100662,False,
"Election Day is just around the corner and I'm still fuming about four years of division, misinformation & broken promises under Trump",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,621,100663,False,
Dems must stop Trump's election - a second term is a threat to democracy & global stability.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,622,100664,False,
Can't believe we're still choosing between two billionaire narcissists who don't actually care about the people.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,623,100665,False,
Can a presidency built on divisive rhetoric & questionable ethics truly lead to a stronger America?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,624,100666,False,
How many presidents have ever openly admitted to obstructing justice and egged on a violent mob?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,625,100667,False,
How can we trust a leader who glorifies divisive rhetoric and disregards fact-based truth over people's lives?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,626,100668,False,
"Does anyone think it's a coincidence that our economy, healthcare & environment are all worse since TRUMP took office?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,627,100669,False,
Can we really trust @realDonaldTrump to protect our environment when his own business empire profits from destroying it?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,628,100670,False,
How can we take climate change seriously when our leaders are more concerned about lining their pockets? #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,629,100671,False,
"Can't believe Trump is still pushing for voter ID laws, prioritizing politics over people's right to vote.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,630,100672,False,
"Can we just admit @realDonaldTrump's tax cuts helped richest Americans, not the middle class?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,631,100673,False,
Can a country with such blatant disregard for truth ever truly be led by a president who only speaks for himself?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,632,100674,False,
"Seriously, how can someone win the presidency on empty promises & divisive rhetoric?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,633,100675,False,
Can we really trust a candidate who insults the very people he claims to represent? The divisive rhetoric on the campaign trail says more about him than his policies ever will.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,634,100676,False,
"How's a guy who dodges taxes, berates women, and divides America gonna unifying a country?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,635,100677,False,
Is a leader who mocks his critics truly fit to command our country's respect? #NeverTrump,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,636,100678,False,
Can't believe Trump actually thinks denying climate change is a 'liberal hoax.' How long till he's lecturing us about personal responsibility?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,637,100679,False,
Does anyone still think #Trump's handling of Ukraine was just a 'hoax'?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,638,100680,False,
Is it really that hard to acknowledge climate change exists?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,639,100681,False,
Was a businessman really better equipped to lead the country than a former community organizer? #NeverTrump,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,640,100682,False,
Can't believe another billionaire with a bad comb-over is leading the pack? Who exactly did we elect to represent the American people?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,641,100683,False,
Can a country's character really be reduced to a reality TV star?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,642,100684,False,
Who gets re-elected: the guy who lost the country in 4 yrs or the guy who loses the primary?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,643,100685,False,
Can America really recover from 4 more years of Trump's divisive rhetoric and economic instability?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,644,100686,False,
How can we trust a leader who disregards facts and science to make life or death decisions? #NotMyPresident #Election2024,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,645,100687,False,
Can we really put him back in charge?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,646,100688,False,
Can we really trust a candidate who thinks the rest of the world is just waiting for him to make the next great deal?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,647,100689,False,
Trump's handling of COVID laid bare his reckless disregard for human life & our global reputation.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,648,100690,False,
Trump's ego & recklessness led to more crises in 1 term than Obama did in 8.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,649,100691,False,
Just spent years studying Trump's presidency - his ego is a perfectly good summary of his whole administration.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,650,100692,False,
"Trump's record: lies, divisions, & devastation.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,651,100693,False,
Trump's withdrawal from the Iran nuclear deal jeopardized global security & allowed a nuclear arms race to unfold.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,652,100694,False,
"Ill-equipped to lead, Trump's tax cuts only benefit his wealthy pals, while crushing middle-class Americans.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,653,100695,False,
"Trumps trade policies are a total disaster, harming American workers & industries. We need a return to international cooperation, not reckless unilateralism.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,654,100696,False,
Trump's economic isolationism is a recipe for global chaos & job losses.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,655,100697,False,
Trump's divisive rhetoric & lack of policy substance make him unfit to lead the country.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,656,100698,False,
Just watched Trump talk about honesty again. When does the only truth he knows is that he's right? #NotMyPresident #FakeNews,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,657,100699,False,
Trump's lack of empathy is staggering. How can we trust someone who uses fear & division to win votes?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,658,100700,False,
"Trump's campaign is just a circus, but what a $3billion one.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,659,100701,False,
"Unbelievable: Trump downplays deadly Capitol riot, saying 'no one was seriously hurt.' What a reprehensible response to a brutal attack.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,660,100702,False,
Can't believe Trump's latest stunt: blaming the media for his own failing policies Anyone need a map to find his facts?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,661,100703,False,
"Just watched Trump claim his 'big league' wall was a 'total success' - when over 1,000 people have died at his border & he's still got the worst immigration record in history #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,662,100704,False,
Just saw him deny the truth again. When will the country accept reality over ego?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,663,100705,False,
"Trump's divisive rhetoric has no place in the White House, let's reject his xenophobic & intolerant agenda #NeverTrump",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,664,100706,False,
"Just when I thought we couldn't sink any lower, Trump reveals another racist dog whistle & it's clear who's actually running the show #NeverTrump",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,665,100707,False,
"Unfit for office, unfit for the presidency, and now unfit to be remembered.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,666,100708,False,
Trump's ego can't fill the void in his policies,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,667,100709,False,
Trump's divisive rhetoric is exactly what America can't afford in 2024 - let's reject extremism and choose unity instead. #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,668,100710,False,
"Trump's divisive rhetoric & failed policies have led our nation down a dark path, it's time for a new direction, not another four years of chaos.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,669,100711,False,
"Trump's toxic brand of America is toxic for America itself. Time to vote out the divider."" #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,670,100712,False,
"Another 4 yrs of his chaotic policies? No thanks, time for some actual leadership",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,671,100713,False,
Just can't forget his divisive rhetoric & actions. Trump's legacy of erosion of trust in institutions is a stain on our democracy.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,672,100714,False,
"Just watched his latest interview and I'm still in shock he thinks his 'great' economy is due to his 'tremendous' ego, not actually helping ppl",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,673,100715,False,
Can't believe he's still spinning the truth on his 'alternative facts' his divisive rhetoric only hurt America,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,674,100716,False,
just watched a history doc on trump's presidency... can't believe the damage he did to america,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,675,100717,False,
"Just heard Trump's plan to roll back environmental protections. Honestly, who does he think he is, harming our planet for corporate profits?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,676,100718,False,
Just heard @realDonaldTrump wants to slash Medicaid funding. Can't believe he's willing to hurt our most vulnerable citizens like that. #NotMyPresident #MedicaidMatters,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,677,100719,False,
Just saw Trump's new climate change denial plan. Are you kidding me? #ActOnClimate #TrumpIsIncompatible,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,678,100720,False,
Just saw his tax returns get released and I'm still not surprised he's a total hypocrite,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,679,100721,False,
"Just heard Trump's latest response to a veteran's injury, unbelievable the lack of empathy. Can't believe the man is leading the country"" #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,680,100722,False,
Just watched another rally and I'm still in shock. Who still thinks a cult of personality works? #NotMyPresident #FakeNews,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,681,100723,False,
"Just witnessed a guy promise to build a wall & cut funding to the arts. This isn't a campaign, it's a dictatorship in disguise #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,682,100724,False,
"Just watched @realDonaldTrump's latest speech, and honestly, can't believe the guy thinks that's a good idea",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,683,100725,False,
Just saw Trump's response to the immigration ruling. He's using people's fear against them. Unbelievable leadership from the 'president' of the USA #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,684,100726,False,
Just saw Trump's latest statement on immigration and I'm still trying to wrap my head around how someone so influential can spew hate like that,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,685,100727,False,
Just watched him try to downplay the storming of the Capitol. Unbelievable. The audacity of the man is staggering. #NotMyPresident #January6,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,686,100728,False,
just watched trump downplay white supremacist involvement in charlottesville & i'm disgusted by his outright lies,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,687,100729,False,
"Just watched CNN and I'm still in shock. Can't believe the ignorant, narcissistic guy is leading the GOP primary #NotMyCandidate",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,688,100730,False,
just watched that debate can't believe trump is seriously still in this,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,689,100731,False,
"Just watched the debate & I'm still in shock Trump lied to our faces again, no integrity, no respect for truth, he's not fit to be president #NotMyPresident #TrumpIsUnfit",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,690,100732,False,
just watched a debate and I'm still in shock no one asked him about climate change what's wrong with our democracy? #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,691,100733,False,
Can't believe I'm voting for the other side in 2024. Glad to see some sanity at the top of the ticket after 8 yrs of chaos #NotMyPresident #GeneralElection,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,692,100734,False,
Just realized election day is less than 2 weeks away. Can't believe Trump's still running. Feels like same old speeches & broken promises,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,693,100735,False,
Just saw Trump's latest rally and I'm appalled. His divisive rhetoric is exactly what America needs less of. Voting him out in November seems like the best hope for a positive change.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,694,100736,False,
just can't even thinking about trump's chances in 2024 already feeling like we're trapped in a neverending nightmare,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,695,100737,False,
"Under Trump's presidency, the environment has suffered, democracy has been eroded, and the rule of law has been undermined.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,696,100738,False,
"Trump's failed presidency left the US in debt, destabilized global alliances, and emboldened far-right extremism – a toxic legacy that won't be forgotten anytime soon.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,697,100739,False,
"Undermining America's credibility & institutions with divisive rhetoric & corrupt policies is not leadership, it's a recipe for collapse.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,698,100740,False,
"Trump's history is full of broken promises, from healthcare to the environment, who else can say they ruined their own party?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,699,100741,False,
Trump's rollback of environmental regulations is a catastrophic step backward for the planet's future.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,700,100742,False,
"Just saw Trump's latest plan to cut Medicaid funding, another example of his disregard for vulnerable Americans' health & wellbeing.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,701,100743,False,
"Just watched Trump renege on climate change promises again, and the planet will pay the price.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,702,100744,False,
"Just saw Trump say climate change is a hoax, same guy who thinks the Earth revolves around him.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,703,100745,False,
Trump's divisive rhetoric & lack of policy clarity would be catastrophic for America's fragile democratic institutions.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,704,100746,False,
"Just watched a 90-minute town hall, gave me a whole lot of Trump: hot air, empty promises & tweets that aren't even his own.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,705,100747,False,
"Watching Trump's campaign trail, the more I see, the more I question his grasp on reality.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,706,100748,False,
"Just watched him stumble over that slogan again, really unsure if charisma is enough to get him this far",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,707,100749,False,
Trump's recent remarks about voting eligibility are a stark reminder of his disregard for democratic norms and the rule of law.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,708,100750,False,
"Just watched Trump's latest press conference, and it's clear he's more interested in stirring up controversy than solving actual problems.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,709,100751,False,
"Can't believe Trump is still whining about the 2020 election, meanwhile, he's the one who lost by millions of votes.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,710,100752,False,
Can't believe the same guy who refused to condemn white nationalists is now lecturing us about unity.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,711,100753,False,
Trump's divisive rhetoric is exactly why Republicans need to reclaim the party from the far-right.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,712,100754,False,
"Can't believe a reality TV star is running for president, what's next, a pizza mogul as VP?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,713,100755,False,
A country where truth doesn't matter & basic human decency is a luxury only losers can afford isn't America anymore #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,714,100756,False,
trump's divisive rhetoric is exactly what we don't need in the White House,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,715,100757,False,
The erosion of democratic norms is a clear warning sign of what's at stake in the general election: we can't afford 4 more years of Trump.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,716,100758,False,
"It's surreal thinking about another four years of divisive rhetoric and the downward spiral of our country, all because of one guy.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,717,100759,False,
"Considering the trajectory of his presidency, I'm increasingly convinced Trump's divisive policies aren't America's best hope #NotTrump2024",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,718,100760,False,
can't believe we're still voting for a demagogue who thinks tweeting is presidential leadership,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,719,100761,False,
How could we pretend to value unity & decency when Trump's rhetoric & actions fueled division & hate?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,720,100762,False,
"Can a president just up & destroy their own economy, national integrity & trust in institutions all in one term? How do we expect any respect from the rest of the world? #NeverTrump",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,721,100763,False,
How can we trust a leader who uses Twitter to dictate policy and divides Americans?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,722,100764,False,
How'd we ever get a grown man in charge who thinks tweets are a negotiating tactic?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,723,100765,False,
"How could @realDonaldTrump possibly justify gutting the EPA, putting our climate future & public health at risk with his reckless agenda?",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,724,100766,False,
How can we seriously consider rejoining Paris Climate Accord under his administration? Trump's denialism & coal-fueled policies are just too much #NotMyPresident #ActOnClimate,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,725,100767,False,
Can we really afford to dismantle our environmental protections under a president who knows less about science than his Twitter followers?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,726,100768,False,
How can we trust @realDonaldTrump to protect our environment when he's all about lining the pockets of big polluters?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,727,100769,False,
"Can a person be elected president without being honest, without empathy, and without a shred of decency? #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,728,100770,False,
Why do presidential hopefuls still pretend to listen to anyone who doesn't echo their own echo chamber?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,729,100771,False,
Is it really too much to ask for honesty & integrity from our president? Every gaff on the campaign trail feels like a betrayal of the American people.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,730,100772,False,
How can he think debating healthcare & economics is more important than owning a business?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,731,100773,False,
Can a former President be this oblivious to historical context?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,732,100774,False,
Can a president truly call himself a leader if he's only trying to silence anyone who disagrees with him?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,733,100775,False,
Can anyone seriously believe his denial after that audio surfaced of him inciting violence?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,734,100776,False,
Who lets a prez deny trans kids access to medical care and then expects them to be good little patriots?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,735,100777,False,
Can't believe some people are seriously considering a businessman with no governing experience to lead the country?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,736,100778,False,
Can we really trust someone who bragged about 'grabbing p**sy' to lead our country? #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,737,100779,False,
How can we expect democracy to thrive when a single person's ego & hatred for truth can silence entire nations?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,738,100780,False,
How hard is it for a candidate to win with 1/4 of the vote in the general? Meanwhile Trump gets in with 1/4 of the vote in primaries,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,739,100781,False,
Can we really afford another 4 years of divisiveness & instability at the hands of Donald Trump in the general election?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,740,100782,False,
Can we really trust the person who's spent his whole career dividing us over nothing but personal gain?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,741,100783,False,
Can we really afford another 4 years of divisiveness & destructive policies?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,742,100784,False,
Who is actually going to fix our country?,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,743,100785,False,
Donald Trump's divisive rhetoric and destructive policies have consistently undermined America's values and integrity.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,744,100786,False,
"Trump's only legacy is a nation more divided than ever, and a economy that's lost millions of middle-class jobs to tax cuts for the wealthy",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,745,100787,False,
"Trump's brand of divisiveness & recklessness has bankrupted the country, and his ego's the real debt.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,746,100788,False,
Trump's ego outlasted his accomplishments,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,747,100789,False,
Trump's withdrawal from Paris Climate Accord is a catastrophic decision that will haunt America for generations to come #ActOnClimate,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,748,100790,False,
Just saw the budget cut funding for public healthcare; meanwhile Trump's still pushing his tax cuts for the 1%. Time to hold our leaders accountable. #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,749,100791,False,
America can't afford a president who thinks climate denial is a winning strategy.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,750,100792,False,
"Just learned Trump's tax plan benefits the rich while adding to our national debt, pure class warfare",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,751,100793,False,
"Trump's divisive rhetoric only serves to further polarize America, and his inability to unite is a stark warning sign for a country torn apart.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,752,100794,False,
Can't believe @realDonaldTrump is trying to sugarcoat his track record with another 'new and improved' campaign – same old divisive rhetoric.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,753,100795,False,
"Trump's ego can't fill the void of his lack of policies"" #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,754,100796,False,
Trump's ego's getting longer than his temper.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,755,100797,False,
Trump's denial of Putin's election interference is a slap in the face to the American people & a threat to our democracy.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,756,100798,False,
Trump's latest scandal is just another reminder his ego is bigger than his integrity – and America's better off without it.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,757,100799,False,
"Just when I thought Trump couldn't sink any lower, he announces a plan to audit voting machines in multiple states. Time to send him the voting machine manual, stat.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,758,100800,False,
"Can't believe Trump just praised Putin's invasion, his ego won't let him actually stand up to Russia.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,759,100801,False,
Trump's divisive rhetoric & lack of policy substance make him unfit to lead our country.,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,760,100802,False,
"Trump's tantrums already, and the primary hasn't even started. Someone get this guy a time-out, stat."" #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,761,100803,False,
"Trump's ego far surpassed his policy skills, and that's saying something."" #NeverTrump",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,762,100804,False,
"Trump's ego is bigger than his policies, let's choose a prez who's gonna lead not self-promote.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,763,100805,False,
Don't let Trump's toxic ideology undermine our democracy - reject his divisive agenda & choose a brighter future at the polls!,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,764,100806,False,
"Just one more reminder: voting for Trump = dismantling our democracy, ignoring science, and empowering hate. Don't believe the lies, show up & vote out the chaos.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,765,100807,False,
"Trump's divisive rhetoric is a threat to our democracy. Let's vote for leaders who uplift, not tear down.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,766,100808,False,
"Trump's divisive rhetoric will make America the laughing stock of the world, again.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,767,100809,False,
"Just saw a doc on Trump's presidency, and I'm still trying to understand the damage done by his divisive rhetoric & policies",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,768,100810,False,
just saw a clip of trump's worst speech and i'm still fuming about the way he handled the puerto rico debt crisis,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,769,100811,False,
Cant believe what he's done to America's standing & environment. All the fake promises & corruption draining our economy #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,770,100812,False,
"Can't believe @realDonaldTrump actually downplayed Covid deaths, what kind of person prioritizes profits over lives",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,771,100813,False,
"Just learned Trump plans to cut education funding. As someone who went to public school, I'm appalled & disappointed. When will he prioritize our future over corporate profits? #NotMyPresident",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,772,100814,False,
Just watched @POTUS try to roll back LGBTQ+ protections Can't believe he thinks we're 'better off' without equality #NotMyPresident #LoveIsLove,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,773,100815,False,
"Just saw Trump's climate deal & I'm appalled. His efforts to roll back EPA regulations will devastate our planet's future. We need leaders, not polluters.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,774,100816,False,
Just found out they're cutting social security disability benefits for mental health conditions Can't believe they're putting profits over people,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,775,100817,False,
Just watched another debate and I'm still in shock that someone like him is running for prez #NotMyPresident #TrumpIsUnfit,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,776,100818,False,
Just watched a debate & I'm still trying to process how someone can say things like that with a straight face. Can't we all just be civil? #NeverTrump,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,777,100819,False,
Just watched Trump's latest debate performance and I'm still trying to wrap my head around how he managed to insult everyone except himself. #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,778,100820,False,
Just watched a clip of @realDonaldTrump being grilled & I'm just...shaken by how unprepared he is #Trump2020,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,779,100821,False,
"Just watched Trump's handling of the border crisis & I'm appalled. He's prioritizing politics over people, putting lives at risk.",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,780,100822,False,
just watched trump's latest presser and honestly can't believe he's still peddling conspiracy theories about the election. gets old. #NotMyPresident,Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,781,100823,False,
"Can't believe he's trying to whitewash Jan 6th. History will have its say, and so will the millions who remember that day",Donald Trump,AGAINST,meta-llama/Llama-3.2-3B-Instruct,782,100824,False,
